Row  Column  Power
37  189  4.0
37  190  4.0
37  191  4.0
37  192  4.0
37  193  4.0
37  194  4.0
37  195  4.0
37  196  4.0
37  197  4.0
37  198  4.0
37  199  4.0
37  200  4.0
37  201  4.0
37  202  4.0
37  203  4.0
37  204  4.0
37  205  4.0
37  206  4.0
37  207  4.0
37  208  4.0
37  209  4.0
37  210  3.43655396065
37  236  3.5585952598
37  262  3.73808670587
37  272  4.34833791158
37  293  5.6893414
37  294  4.07306600171
37  299  7.0
37  335  3.55943930056
37  349  4.74909961379
37  380  4.38676738988
37  453  4.87467067861
37  470  3.51306665603
38  7  3.45771531158
38  18  7.64266435386
38  110  3.72238684185
38  115  3.81550640343
38  133  3.57703128987
