Row  Colunm  Power
0  157  4.15768339164
1  18  5.03258924345
1  190  4.11405955345
1  191  4.11481150922
1  192  4.11481150922
1  193  4.11481150922
1  194  4.11481150922
1  195  4.11481150922
1  196  4.11481150922
1  197  4.11481150922
1  198  4.11481150922
1  199  4.11481150922
1  200  4.11481150922
1  201  4.11481150922
1  202  4.11481150922
1  203  4.11481150922
1  204  4.11481150922
1  205  4.11481150922
1  206  4.11481150922
1  207  4.11481150922
1  208  4.1138952036
1  452  4.33473722335
2  18  9.17916947537
2  25  5.90366004718
2  42  5.72330831603
2  190  4.11525147197
2  191  4.11589755087
2  192  4.11589755087
2  193  4.11589755087
2  194  4.11589755087
2  195  4.11589755087
2  196  4.11589755087
2  197  4.11589755087
2  198  4.11589755087
2  199  4.11589755087
2  200  4.11589755087
2  201  4.11589755087
2  202  4.11589755087
2  203  4.11589755087
2  204  4.11589755087
2  205  4.11589755087
2  206  4.11589755087
2  207  4.11589755087
2  208  4.1150077473
2  310  4.1156472762
2  355  4.35520679731
3  158  4.33931668944
3  190  4.11532765697
3  191  4.11589755087
3  192  4.11589755087
3  193  4.11589755087
3  194  4.11589755087
3  195  4.11589755087
3  196  4.11589755087
3  197  4.11589755087
3  198  4.11589755087
3  199  4.11589755087
3  200  4.11589755087
3  201  4.11589755087
3  202  4.11589755087
3  203  4.11589755087
3  204  4.11589755087
3  205  4.11589755087
3  206  4.11589755087
3  207  4.11589755087
3  208  4.11516094746
3  243  4.31189660264
4  190  4.1149394051
4  191  4.11589755087
4  192  4.11589755087
4  193  4.11589755087
4  194  4.11589755087
4  195  4.11589755087
4  196  4.11589755087
4  197  4.11589755087
4  198  4.11589755087
4  199  4.11589755087
4  200  4.11589755087
4  201  4.11589755087
4  202  4.11589755087
4  203  4.11589755087
4  204  4.11589755087
4  205  4.11589755087
4  206  4.11589755087
4  207  4.11589755087
4  208  4.11491951028
4  270  4.88534197178
4  348  4.86110748474
5  190  4.11496682999
5  191  4.11589755087
5  192  4.11589755087
5  193  4.11589755087
5  194  4.11589755087
5  195  4.11589755087
5  196  4.11589755087
5  197  4.11589755087
5  198  4.11589755087
5  199  4.11589755087
5  200  4.11589755087
5  201  4.11589755087
5  202  4.11589755087
5  203  4.11589755087
5  204  4.11589755087
5  205  4.11589755087
5  206  4.11589755087
5  207  4.11589755087
5  208  4.11504309796
6  120  4.30078770198
6  190  4.11506356044
6  191  4.11589755087
6  192  4.11589755087
6  193  4.11589755087
6  194  4.11589755087
6  195  4.11589755087
6  196  4.11589755087
6  197  4.11589755087
6  198  4.11589755087
6  199  4.11589755087
6  200  4.11589755087
6  201  4.11589755087
6  202  4.11589755087
6  203  4.11589755087
6  204  4.11589755087
6  205  4.11589755087
6  206  4.11589755087
6  207  4.11589755087
6  208  4.11486668846
6  335  4.4036264355
7  190  4.11508917846
7  191  4.11589755087
7  192  4.11589755087
7  193  4.11589755087
7  194  4.11589755087
7  195  4.11589755087
7  196  4.11589755087
7  197  4.11589755087
7  198  4.11589755087
7  199  4.11589755087
7  200  4.11589755087
7  201  4.11589755087
7  202  4.11589755087
7  203  4.11589755087
7  204  4.11589755087
7  205  4.11589755087
7  206  4.11589755087
7  207  4.11589755087
7  208  4.11496011526
8  190  4.11491371079
8  191  4.11589755087
8  192  4.11589755087
8  193  4.11589755087
8  194  4.11589755087
8  195  4.11589755087
8  196  4.11589755087
8  197  4.11589755087
8  198  4.11589755087
8  199  4.11589755087
8  200  4.11589755087
8  201  4.11589755087
8  202  4.11589755087
8  203  4.11589755087
8  204  4.11589755087
8  205  4.11589755087
8  206  4.11589755087
8  207  4.11589755087
8  208  4.1150331289
9  190  4.11485563133
9  191  4.11589755087
9  192  4.11589755087
9  193  4.11589755087
9  194  4.11589755087
9  195  4.11589755087
9  196  4.11589755087
9  197  4.11589755087
9  198  4.11589755087
9  199  4.11589755087
9  200  4.11589755087
9  201  4.11589755087
9  202  4.11589755087
9  203  4.11589755087
9  204  4.11589755087
9  205  4.11589755087
9  206  4.11589755087
9  207  4.11589755087
9  208  4.11489190199
9  289  6.23422628733
10  169  4.34803508241
10  190  4.11497734964
10  191  4.11589755087
10  192  4.11589755087
10  193  4.11589755087
10  194  4.11589755087
10  195  4.11589755087
10  196  4.11589755087
10  197  4.11589755087
10  198  4.11589755087
10  199  4.11589755087
10  200  4.11589755087
10  201  4.11589755087
10  202  4.11589755087
10  203  4.11589755087
10  204  4.11589755087
10  205  4.11589755087
10  206  4.11589755087
10  207  4.11589755087
10  208  4.11499023076
10  299  5.3162234356
11  190  4.11486311124
11  191  4.11589755087
11  192  4.11589755087
11  193  4.11589755087
11  194  4.11589755087
11  195  4.11589755087
11  196  4.11589755087
11  197  4.11589755087
11  198  4.11589755087
11  199  4.11589755087
11  200  4.11589755087
11  201  4.11589755087
11  202  4.11589755087
11  203  4.11589755087
11  204  4.11589755087
11  205  4.11589755087
11  206  4.11589755087
11  207  4.11589755087
11  208  4.11519862316
11  299  5.86117227589
11  428  4.21788161318
12  190  4.1149158287
12  191  4.11589755087
12  192  4.11589755087
12  193  4.11589755087
12  194  4.11589755087
12  195  4.11589755087
12  196  4.11589755087
12  197  4.11589755087
12  198  4.11589755087
12  199  4.11589755087
12  200  4.11589755087
12  201  4.11589755087
12  202  4.11589755087
12  203  4.11589755087
12  204  4.11589755087
12  205  4.11589755087
12  206  4.11589755087
12  207  4.11589755087
12  208  4.11506895989
12  299  5.75432132917
12  379  4.63841639633
13  190  4.11529936548
13  191  4.11589755087
13  192  4.11589755087
13  193  4.11589755087
13  194  4.11589755087
13  195  4.11589755087
13  196  4.11589755087
13  197  4.11589755087
13  198  4.11589755087
13  199  4.11589755087
13  200  4.11589755087
13  201  4.11589755087
13  202  4.11589755087
13  203  4.11589755087
13  204  4.11589755087
13  205  4.11589755087
13  206  4.11589755087
13  207  4.11589755087
13  208  4.11521579804
13  299  5.80080258455
13  417  4.10119683315
14  190  4.11529457388
14  191  4.11589755087
14  192  4.11589755087
14  193  4.11589755087
14  194  4.11589755087
14  195  4.11589755087
14  196  4.11589755087
14  197  4.11589755087
14  198  4.11589755087
14  199  4.11589755087
14  200  4.11589755087
14  201  4.11589755087
14  202  4.11589755087
14  203  4.11589755087
14  204  4.11589755087
14  205  4.11589755087
14  206  4.11589755087
14  207  4.11589755087
14  208  4.11491400927
14  299  5.94559654485
14  372  4.18160316343
15  142  4.22174506652
15  190  4.11534954419
15  191  4.11589755087
15  192  4.11589755087
15  193  4.11589755087
15  194  4.11589755087
15  195  4.11589755087
15  196  4.11589755087
15  197  4.11589755087
15  198  4.11589755087
15  199  4.11589755087
15  200  4.11589755087
15  201  4.11589755087
15  202  4.11589755087
15  203  4.11589755087
15  204  4.11589755087
15  205  4.11589755087
15  206  4.11589755087
15  207  4.11589755087
15  208  4.11489682795
15  299  6.11426555158
16  190  4.11496429583
16  191  4.11589755087
16  192  4.11589755087
16  193  4.11589755087
16  194  4.11589755087
16  195  4.11589755087
16  196  4.11589755087
16  197  4.11589755087
16  198  4.11589755087
16  199  4.11589755087
16  200  4.11589755087
16  201  4.11589755087
16  202  4.11589755087
16  203  4.11589755087
16  204  4.11589755087
16  205  4.11589755087
16  206  4.11589755087
16  207  4.11589755087
16  208  4.11513387754
16  262  5.58433116683
16  299  6.15772232338
16  474  4.4999370933
17  190  4.11514866164
17  191  4.11589755087
17  192  4.11589755087
17  193  4.11589755087
17  194  4.11589755087
17  195  4.11589755087
17  196  4.11589755087
17  197  4.11589755087
17  198  4.11589755087
17  199  4.11589755087
17  200  4.11589755087
17  201  4.11589755087
17  202  4.11589755087
17  203  4.11589755087
17  204  4.11589755087
17  205  4.11589755087
17  206  4.11589755087
17  207  4.11589755087
17  208  4.11517845879
17  299  6.06743684954
18  119  4.36816334762
18  190  4.11513137529
18  191  4.11589755087
18  192  4.11589755087
18  193  4.11589755087
18  194  4.11589755087
18  195  4.11589755087
18  196  4.11589755087
18  197  4.11589755087
